Numéro;SortieEnSalleLe;VuLe;Titre;Affiche;TitreOriginal;Pays;Réalisateur;Acteurs ;Avis;Comment;Prix;Ou;JeLai;Accompagnants;StyleGenre;Commentaire;Top de l'année
F2054;25/11/2015;29/11/2015;Strictly Criminal;Strictly Criminal;Dark mass;USA;Scott Cooper;Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Kevin Bacon, Corey Stoll;moyen;LePass_24oct2016;0;Gaumont Marignan;;alone;;pas captivant;0
F2055;07/09/2014;30/11/2015;Kabukicho Love Hotel;Kabukicho_Love_Hotel.jpg;;Japon;Ryuichi HIROKI;Shota Sometani, Atsuko Maeda, Kaho Minami, Yutaka Matsushige;pas mal;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;Kinotayo. Interessant;0
F2056;25/10/2014;01/12/2015;Hyaku yen no Koi;Hyaku yen no Koi.jpg;100 Yen Love;Japon;Masaharu TAKE;Sakura Andô, Hirofumi Arai, Miyoko Inagawa;pas mal;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;"Kinotayo. Négligée, paresseuse, retrouve le gout de vivre en boxant…. ""Je voulais gagner ! Au moins 1 fois""";0
F2057;25/10/2014;02/12/2015;Fires On The Plain;Fires On The Plain.jpg;;Japon;Shinya Tsukamoto;Shinya Tsukamoto, Yûko Nakamura;passable;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;trop gore. Les japs en déroute ds le pacifique se bouffaient entre eux !!!! Horreur !!!;0
F2058;02/12/2015;05/12/2015;Le Pont des Espions;Le Pont des Espions.jpg;;USA;Steven Spielberg;Tom Hanks, Mark Rylance, Scott Shepherd (II);moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;plan historique ok. Sinon pas extra;0
F2059;25/11/2015;05/12/2015;Les Cowboys;Les Cowboys.jpg;;France;Thomas Bidegain;François Damiens, Finnegan Oldfield, Agathe Dronne, John C. Reilly;pas mal;LePass_24oct2016;0;Gaumont Ambassade;;alone;;ça servait pas à grand-chose de la chercher vu q c elle qui avait choisi;0
F2060;25/11/2015;06/12/2015;Knight of Cups;Knight of Cups.jpg;;USA;Terrence Malick;Christian Bale, Freida Pinto, Natalie Portman, Cate Blanchett, Brian Dennehy, Wes Bentley, Jason Clarke, Ryan O'Neal;bien;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;esthétiqment c tr tr réussi.;
F2061;02/12/2015;07/12/2015;Kill Your Friends;Kill Your Friends.jpg;;Angleterre;Owen Harris;Nicholas Hoult, Craig Roberts, James Corden;moyen;LePass_24oct2016;0;Gaumont Marignan;;alone;;manque d'originalité, mais belles nanas…..;0
F2062;09/12/2015;09/12/2015;Cafard;Cafard.jpg;;France;Jan Bultheel;Animation France;pas mal;LePass_24oct2016;0;Publicis;;alone;;graphismes simples mais bien, historique interessant, belle histoire;0
F2063;09/12/2015;10/12/2015;Au coeur de l'Océan;AU COEUR DE L'OCEAN (2015);In the heart of the sea;USA;Ron Howard;Chris Hemsworth, Benjamin Walker, Cillian Murphy;moyen;LePass_24oct2016;0;Gaumont Marignan;;alone;;non respect du roman, ultra-prévisible;0
F2064;25/11/2015;11/12/2015;La Vie Pure;La vie pure.jpg;;France;Jérémy Banster;Stany Coppet, Aurélien Recoing, Elli Medeiros;bien;LePass_24oct2016;0;Publicis;;alone;;j'aurais pas fait mieux…..ds une contrée hostile… les gorges du saut du tigre presque ça;0
F2065;09/12/2015;12/12/2015;Back Home;Back Home.jpg;Back home (Louder Than Bombs );France;Joachim Trier;Isabelle Huppert, Gabriel Byrne, Jesse Eisenberg;pas mal;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;belles histoires humaines;0
F2066;09/12/2015;12/12/2015;Béliers;BELIERS (2015);;Islande;Grímur Hákonarson;Sigurður Sigurjónsson, Theodór Júlíusson, Charlotte Bøving;pas mal;LePass_24oct2016;0;Lincoln;;alone;;dépaysant, islande rude;0
F2067;09/12/2015;13/12/2015;Suburra;SUBURRA (2015);;Italie;Stefano Sollima;Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Giulia Gorietti, Jean-Hugues Anglade, Greta Scarano;bien;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;bien rythmé, tu sais quilyana1 qui va se faire bouffer par le chien…….;0
F2068;09/12/2015;14/12/2015;Cosmos;Cosmos.jpg;;France;Andrzej Zulawski;Sabine Azéma, Jean-François Balmer, Jonathan Genet, Victória Guerra;passable;LePass_24oct2016;0;Lincoln;;alone;;tous hystériques, pas d'émotion, pas de rires, suis-je trop bête pour apprécier ????;0
F2069;16/12/2015;16/12/2015;Le Grand jeu;Le Grand jeu.jpg;;France;Nicolas Pariser;Melvil Poupaud, André Dussollier, ;pas mal;LePass_24oct2016;0;Lincoln;;alone;;bons dialogues, mais le scénar cloche un pti peu;0
F2070;16/12/2015;17/12/2015;La Vie très privée de Monsieur Sim;La Vie très privée de Monsieur Sim;;France;Michel Leclerc;Jean-Pierre Bacri, Mathieu Amalric, Vimala Pons, Valeria Golino, ;bien;LePass_24oct2016;0;Gaumont Opera Français;;alone;;Tjrs excellent ds le role d1 névrosé…. Scénar interessant;0
F2071;16/12/2015;18/12/2015;Star Wars épisode 7 - Le Réveil de la Force;Star Wars - Le Réveil de la Force.jpg;Star Wars: Episode VII - The Force Awakens;USA;J.J. Abrams;Daisy Ridley, John Boyega, Adam Driver, Oscar Isaac, Mark Hamill, Harrison Ford, Carrie Fisher,Max von Sydow;pas mal;LePass_24oct2016;0;Gaumont Capucines;;Lolotte;;Bx effets 3D, scénario copie épisode Etoile noire;0
F2072;16/12/2015;19/12/2015;Le Dernier Jour d'Yitzhak Rabin;Le Dernier Jour d'Yitzhak Rabin;;Israël;Amos Gitaï;Ischac Hiskiya, Pini Mitelman, Tomer Sisley;pas mal;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;captivant, un homme oeuvrant pour la paix assassiné par un fanatik religieux;0
F2073;23/12/2015;24/12/2015;L'étreinte du serpent;L'étreinte du serpent;El abrazo de la serpiente;Colombie;Ciro Guerra;Jan Bijvoet, Brionne Davis, Nilbio Torres;pas mal;LePass_24oct2016;0;Lincoln;;alone;;aventuriers ds mondes hostiles.;0
F2074;23/12/2015;25/12/2015;Au-delà des montagnes;AU-DELA DES MONTAGNES (2015).jpg;Shan he gu ren;Chine;Zhang-ke Jia;Zhao Tao, Sylvia Chang, Dong Zijian;pas mal;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;destin de qq chinois et chinoises;0
F2075;16/12/2015;29/12/2015;My skinny sister;MY SKINNY SISTER (2015);Min lilla syste;Suède;Sanna Lenken;Rebecka Josephson, Amy Deasismont, Annika Hallin;pas mal;LePass_24oct2016;0;La Bastille;;alone;;deprime anorexique;0
F2076;30/12/2015;30/12/2015;Je compte sur vous;JE COMPTE SUR VOUS (2015);;France;Pascal Elbé; Vincent Elbaz, Julie Gayet, Zabou Breitman;moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;"Julie Gayet qui dit : ""je rêve d1 vie NORMALE"", seul grand moment d'humour 3èm degré du film";0
F2077;30/12/2015;01/01/2016;The Beast;The Beast;;Belgique;Hans Herbots;Geert Van Rampelberg, Ina Geerts, Johan Van Assche;moyen;LePass_24oct2016;0;Publicis;;alone;;thriller trash pédophilie….. Rien de terrible;0
F2078;30/12/2015;02/01/2016;Hector;HECTOR (2015);;Angleterre;Jake Gavin; Peter Mullan, Keith Allen, Natalie Gavin;pas mal;LePass_24oct2016;0;Gaumont Opera Français;;alone;;clodo jai pas envie, mais clode en ecosse et en angleterre …encore moins;0
F2079;16/12/2015;02/01/2016;Star Wars épisode 7 - Le Réveil de la Force;Star Wars - Le Réveil de la Force.jpg;Star Wars: Episode VII - The Force Awakens;USA;J.J. Abrams;Daisy Ridley, John Boyega, Adam Driver, Oscar Isaac, Mark Hamill, Harrison Ford, Carrie Fisher, Max von Sydow;pas mal;LePass_24oct2016;0;Max Linder;;alone;;c mieux en 2D, la petite je la vois bien rescapée du massacre des jeunes Jedi…. Réponse épisode 8;0
F2080;23/12/2015;03/01/2016;La Montagne magique;LA MONTAGNE MAGIQUE (2015).jpg;;Pologne;Anca Damian;Animation Polonaise;pas mal;LePass_24oct2016;0;Espace St Michel;;alone;;courage, bravoure, s'en-fout-la-mort, aller combattre les ruskofs avec Massoud…..;0
F2081;30/12/2015;04/01/2016;Tangerine;TANGERINE (2015).jpg;;USA;Sean Baker;Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian;pas mal;LePass_24oct2016;0;Gaumont Parnasse;;alone;;univers spess des travelos protituées à L.A.;0
F2082;06/01/2016;06/01/2016;Arrêtez-moi là;Arrêtez-moi là;;France;Gilles Bannier;Reda Kateb, Léa Drucker, Gilles Cohen;mauvais;LePass_24oct2016;0;Gaumont Opera Français;;alone;;c baclé, limite nimportequoi !!!;0
F2083;06/01/2016;10/01/2016;La Fille du patron;LA FILLE DU PATRON (2015);;France;Olivier Loustau;Christa Théret, Olivier Loustau, Florence Thomassin, Patrick Descamps ;pas mal;LePass_24oct2016;0;La Bastille;;alone;;simple, sincère, social, réussi;0
F2084;06/01/2016;10/01/2016;Les Huit salopards;Les Huit salopards.jpg;;USA;Quentin Tarantino;Samuel Lee JACKSON, Walton Goggins, Kurt Russell, Jennifer Jason Leigh, Michael Madsen, Tim Roth, Bruce Dern, Demian Bichir, Channing Tatum;pas mal;LePass_24oct2016;0;Gaumont Capucines;;alone;;ça blablate lgtps, puis ç fini en gore…. Mais c du Tarentino bon cru…..;0
F2085;13/01/2016;13/01/2016;Carol;Carol.jpg;;USA;Todd Haynes;Cate Blanchett, Rooney Mara, ;moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;à part le milieu super bourge années 50 aux USA, pas vraiment captivant….;0
F2086;13/01/2016;15/01/2016;Night Fare;Night Fare.jpg;;France;Julien Seri;Jonathan Howard, Jonathan Demurger,  Fanny Valette;bien;LePass_24oct2016;0;Publicis;;alone;;créatif, interessant, redresseur de tords;0
F2087;13/01/2016;17/01/2016;A second chance;A second chance.jpg;;Danemark;Susanne Bier;Nikolaj Coster-Waldau, Maria Bonnevie, Ulrich Thomsen, Nikolaj Lie Kaas;bien;LePass_24oct2016;0;Gaumont Opera Français;;alone;;bon scénar;0
F2088;06/01/2016;17/01/2016;Beijing Stories;Beijing Stories.jpg;;Chine;Pengfei Song;Ying Ze, Luo Wenjie;passable;LePass_24oct2016;0;Pasquier;;alone;;j'ai bcp dormi….. C T peutêtre pas mal !!! Mais pas accrocheur !!!;0
F2089;20/01/2016;20/01/2016;Legend;Legend 2015.jpg;;Angleterre;Brian Helgeland;Tom Hardy, Tom Hardy, Emily Browning, Paul Anderson;moyen;LePass_24oct2016;0;Gaumont Marignan;;alone;;mieux q celui avec JoniDepp mais tous les poncifs du genre……;0
F2090;20/01/2016;21/01/2016;Les Chevaliers Blancs;Les Chevaliers Blancs;;France;Joachim Lafosse;Vincent Lindon, Louise Bourgoin, Valérie Donzelli, Reda Kateb;passable;LePass_24oct2016;0;Gaumont Ambassade;;alone;;répétitif, personnages lointains, elliptico-baclé !!!!;0
F2091;20/01/2016;23/01/2016;Le Convoi;Le Convoi.jpg;;France;Frédéric Schoendoerffer;Benoît Magimel, Reem Kheric;pas mal;LePass_24oct2016;0;Gaumont Capucines;;alone;;tarantinesque, pas parfait mais accrocheur, ( ou sont passé les flics espagnols après la scéne mitraillage sur otoroute ?? );0
F2092;20/01/2016;23/01/2016;Vivre autrement;Vivre autrement.jpg;;France;Camille Teixeira, Jérémy Lesquelen;des exemples à suivre;bien;LePass_24oct2016;0;Publicis;;alone;;va falloir q j monte ma ferme…….;0
F2093;18/11/2015;26/01/2016;La Peau de Bax;La Peau de Bax.jpg;;Pays Bas;Alex Van Warmerdam;Tom Dewispelaere, Alex Van Warmerdam;pas mal;LePass_24oct2016;0;La Clef;;alone;;polder, noir, fin pas assez délirante….;0
F2094;27/01/2016;29/01/2016;Les Premiers, les Derniers;Les Premiers, les Derniers.jpg;;France;Bouli Lanners;Albert Dupontel, Bouli Lanners, Suzanne Clément, Michael Lonsdale, Philippe Rebbot, Serge Riaboukine, Max von Sydow;bien;LePass_24oct2016;0;Lincoln;;alone;;noir, la Beauce glauque, mais sentimental;0
F2095;27/01/2016;30/01/2016;45 ans;45 ans.jpg;;Angleterre;Andrew Haigh;Charlotte Rampling, Tom Courtenay;bien;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;belle émotion, Charlotte belle actrice;0
F2096;27/01/2016;30/01/2016;Encore heureux;Encore heureux;;France;Benoît Graffin;Sandrine Kiberlain, Edouard Baer;moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;oui bof;0
F2097;27/01/2016;30/01/2016;Jane Got a Gun;Jane Got a Gun;;USA;Gavin O'Connor;Natalie Portman , Ewan McGregor , Joel Edgerton, Noah Emmerich;moyen;LePass_24oct2016;0;Gaumont Opera Français;;alone;;Scénario travaillé mais pas palpitant;0
F2098;27/01/2016;30/01/2016;La 5ème Vague;La 5ème Vague;The 5th Wave;USA;J Blakeson;Chloë Grace Moretz , Nick Robinson , Maika Monroe;mauvais;LePass_24oct2016;0;Gaumont Marignan;;alone;;SF pour ados, les pauvres y sont pas vernis avec cette daube……;0
F2099;27/01/2016;31/01/2016;Spotlight;Spotlight;;USA;Tom McCarthy;Michael Keaton, Mark Ruffalo;pas mal;LePass_24oct2016;0;Gaumont Capucines;;alone;;fait réèl bien retranscrit mais pas accroché;0
F2100;10/02/2016;01/02/2016;The Big Short : le Casse du siècle;The Big Short - le Casse du siècle.jpg;;USA;Adam McKay ;Christian Bale, Steve Carell, Ryan Gosling;moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;ok sur le coté didactique, trop caricatural sur les personnages…..;0
F2101;07/01/2015;04/02/2016;Captives;The Captive.jpg;The Captive;Canada;Atom Egoyan;Ryan Reynolds, Scott Speedman, Rosario Dawson;passable;canal + à la dmde;0;monPlasmaRetrouvé au 4;;alone;;scénar pas crédible;0
F2102;10/02/2016;14/02/2016;Deadpool;Deadpool.jpg;;USA;Tim Miller;Ryan Reynolds, Morena Baccarin, Ed Skreinplus;pas mal;LePass_24oct2016;0;Gaumont Capucines;;alone;;Humour potache mais bonne réal;0
F2103;10/02/2016;14/02/2016;Les Innocentes;Les Innocentes.jpg;;France;Anne Fontaine;Lou de Laâge, Vincent Macaigne, Agata Buzekplus;moyen;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;un peu répétitif, scénar moyen…..;0
F2104;10/02/2016;15/02/2016;El Clan;El Clan.jpg;;Argentine;Pablo Trapero;Guillermo Francella, Peter Lanzani, Lili Popovichplus;moyen;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;j'ai pas accroché;0
F2105;02/07/2015;20/02/2016;Survivor;Survivor.jpg;;USA;James McTeigue;Milla Jovovich, Pierce Brosnan, Dylan McDermott;passable;canal + à la dmde;0;monPlasmaRetrouvé au 4;;alone;;pénible tlmt conventionnel;0
F2106;13/01/2016;21/02/2016;Gaz de France;Gaz de France.jpg;;France;Benoît Forgeard;Olivier Rabourdin, Philippe Katerine, Alka Balbirplus;pas mal;LePass_24oct2016;0;La Clef;;alone;;Ca passe;0
F2107;17/02/2016;22/02/2016;Un jour avec, un jour sans;Un jour avec, un jour sans.jpg;;Corée du Sud;Sang-soo Hong;Jae-yeong Jeong, Kim Min-Hee, Yeo-jeong Yoon;pas mal;LePass_24oct2016;0;Lincoln;;alone;;sympa;0
F2108;24/02/2016;24/02/2016;Je ne suis pas un salaud;Je ne suis pas un salaud.jpg;;France;Emmanuel Finkiel;Nicolas Duvauchelle, Isabelle Kubiak, Xavier Nogueras, Pascal Gastineau, Mélanie Thierry, Driss Ramdi;pas mal;LePass_24oct2016;0;Gaumont Capucines;;alone;;looser qui fini mal, ça remente pas le moral !!!;0
F2109;24/02/2016;26/02/2016;L'Histoire du géant timide;L'Histoire du géant timide.jpg;;Islande;Dagur Kári;Gunnar Jónsson   , Walter Grímsson   , Halldór Halldórsson;pas mal;LePass_24oct2016;0;5 Caumartin;;alone;;la déprime c'est le mélande d1 apitoiement sur soi-m et de la paresse….;0
F2110;17/02/2016;27/02/2016;Ave, César;Ave César !.jpg;;USA;Joel et Ethan Coen;Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes, Scarlett Johansson, Channing Tatum;moyen;LePass_24oct2016;0;Gaumont Opera Français;;alone;;pauvres frères Coen, ils ont plus d'idée;0
F2111;24/02/2016;27/02/2016;The Revenant;The Revenant.jpg;;USA;Alejandro González Iñárritu;Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter;pas mal;LePass_24oct2016;0;Max Linder;;alone;;belle réa, beaux effets, histoire simple, pas rentré dedans….;0
F2112;27/01/2016;28/02/2016;Les Délices de Tokyo;Les Délices de Tokyo.jpg;;Japon;Naomi Kawase;Kirin Kiki, Masatoshi Nagase, Kyara Uchidaplus;bien;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;émouvant, poétique;0
F2113;24/02/2016;28/02/2016;Tempête;Tempête.jpg;;France;Samuel Collardey;Dominique Leborne, Matteo Leborne, Mailys Leborneplus;pas mal;LePass_24oct2016;0;Balzac;;alone;;bonne tête de pêcheur breton, social looser;0
F2114;24/02/2016;29/02/2016;Merci Patron !;Merci Patron !.jpg;;France;François Ruffin;François Ruffin, famille Klur;Tr bien;LePass_24oct2016;0;Gaumont Opera Français;;alone;;dérive du capitalisme avec humour mode dérision, applauze fin de séance……. I love Frederic;0
F2115;02/12/2015;02/03/2016;Demain;Demain.jpg;;France;Cyril Dion, Mélanie Laurent;des exemples à suivre;Tr bien;LePass_24oct2016;0;La Clef;;Ricky;;perspectives heureuses de sortir de ce putain de système libéral-capitaliste……;0
F2116;12/11/2014;03/03/2016;Favelas;Favelas.jpg;Trash;USA;Stephen Daldry;Martin Sheen, Wagner Moura, Selton Mello, Rooney Mara;bien;canal + à la dmde;0;monPlasmaRetrouvé au 4;;alone;;qq scénes un peu trop ado, sinon ensemble est bien;
F2117;02/03/2016;04/03/2016;La Chute de Londres;La Chute de Londres.jpg;;USA;Najafi, Babak;Morgan Freeman, Gerard Butler, Aaron Eckhart, Angela Bassett, Alon Abutbul;moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;trop fort le bodyguard, 10 comme lui et Daech anéanti en 2 jours……;
F2118;02/03/2016;05/03/2016;Belgica;Belgica.jpg;;Belgique;Felix Van Groeningen;Stef Aerts, Tom Vermeir , Charlotte Vandermeersch , Hélène De Vos;bien;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;bande-son top, social-humain réussi;
F2119;24/02/2016;05/03/2016;Nahid;Nahid.jpg;;Iran;Ida Panahandeh;Sareh Bayat, Pejman Bazeghi, Navid Mohammadzadeh;pas mal;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;crispant les relations socialo-amoureuses en Iran……;
F2120;02/03/2016;06/03/2016;MoonWalkers;MoonWalkers.jpg;;Angleterre;Bardou-Jacquet, Antoine;Ron Perlman, Rupert Grint, Kevin Bishop, Stephen Campbell Moore, Robert Sheehan;bien;LePass_24oct2016;0;Publicis;;alone;;bande-son top, délirant à la MonthyPython…….;
F2121;08/04/2015;07/03/2016;Dark Places;Dark Places.jpg;;USA;Gilles Paquet-Brenner;Charlize Theron, Sterling Jerins, Nicholas Hoult;moyen;canal + à la dmde;0;monPlasmaRetrouvé au 4;;alone;;ultra-classique, scénar capilo-tracté grave;
F2122;02/12/2015;08/03/2016;Ceci est mon Corps;Ceci est mon Corps.jpg;;France;Jérôme Soubeyrand;Christophe Alévêque, Jérôme Soubeyrand, Marina Tomé, Michel Serres, Michel Onfray;Tr bien;LePass_24oct2016;0;La Clef;;alone;;anti-clérical, ode à la vie, à imposer 3 fois par jour aux salafistes……;0
F2123;09/03/2016;09/03/2016;The Assassin;The Assassin.jpg;;Taiwan;Hou Hsiao-hsien;Shu Qi, Chang Chen, Satoshi Tsumabuki;moyen;LePass_24oct2016;0;Balzac;;alone;;ok beaux paysages, scénar très simple mais confus;
F2124;09/03/2016;11/03/2016;Des nouvelles de la planête Mars;Des nouvelles de la planête Mars.jpg;;France;Dominik Moll;Léa Drucker, François Damiens, Vincent Macaigne, Veerle Baetens;mauvais;LePass_24oct2016;0;Gaumont Opera Français;;alone;;comédie française naze;
F2125;09/03/2016;12/03/2016;Room;Room.jpg;;Canada;Lenny Abrahamson;William H. Macy, Joan Allen, Brie Larson, Jacob Tremblay;bien;LePass_24oct2016;0;Gaumont Opera Premier;;alone;;un peu lent au début;
F2126;26/11/2014;14/03/2016;Alléluia;Alléluia.jpg;;France;Fabrice Du Welz;Laurent Lucas, Lola Dueñas , Héléna Noguerra, David Murgia, Stéphane Bissot;bien;canal + à la dmde;0;monPlasmaRetrouvé au 4;;alone;;trash, qq scénes gore, un peu de sex, bien joué Raymond Fernandez et sa compagne Martha Beck devinrent célèbres sous le nom des « Lonely Hearts Killers » (les « Tueurs aux petites annonces »);
F2127;16/03/2016;17/03/2016;Triple 9;Triple 9.jpg;;USA;John Hillcoat;Kate Winslet, Casey Affleck, Anthony Mackie, Woody Harrelson, Chiwetel Ejiofor;moyen;LePass_24oct2016;0;Gaumont Ambassade;;alone;;flic ripoux, sans surprise, ouias bof, les acteurs surjouent et c pas cool….;
F2128;16/03/2016;19/03/2016;A perfect day, un jour comme un autre;A perfect day, un jour comme un autre.jpg;;Espagne;Fernando Leon De Aranoa;Tim Robbins, Benicio Del Toro, Olga Kurylenko, Mélanie Thierry, Fedja Stukan;passable;LePass_24oct2016;0;Gaumont Ambassade;;alone;;c lent, à part qq répliques, se passe pas grand-chose……;
F2129;16/03/2016;19/03/2016;Midnight Special;Midnight Special.jpg;;USA;Jeff Nichols;Kirsten Dunst, Sam Shepard, Michael Shannon, Joel Edgerton, Adam Driver;moyen;LePass_24oct2016;0;Max Linder;;alone;;bien mené mais pas mémorable;
F2130;16/03/2016;20/03/2016;10 Cloverfield Lane;10 CLOVERFIELD LANE (2016).jpg;;USA;Dan TRACHTENBERG;Mary Elizabeth WINSTEAD, John GOODMANJohn, John GALLAGHER JR.;pas mal;LePass_24oct2016;0;Gaumont Capucines;;alone;;mélande de genres, suspens total, sexy la fille de McGiver;
F2131;16/03/2016;20/03/2016;Le Divan du monde;LE DIVAN DU MONDE (2015).jpg;;France;Swen DE PAUW;des gens à pb ds la tête;pas mal;LePass_24oct2016;0;Lincoln;;alone ( et des névrosés ds la salle );;Christine, ça fait 25 ans qon travaille ensemble et vous me dites q vous etes encore plus con…….;
F2132;23/03/2016;24/03/2016;La Vallée;LA VALLEE (2014).jpg;AL-WADI;Liban;Ghassan SALHAB;Carol ABBOUD, Mounzer BAALBAKI, Carlos CHAHINE, Ahmad GHOSSEIN, Aouni KAWAS, Yumna MARWAN, Fadi Abi SAMRA, Rodrigue SLEIMAN;moyen;LePass_24oct2016;0;La Clef;;alone;;lent, endormissant, tous les sujets survolé…….;
